DOEID,REGIONC,TYPEHUQ,YEARMADERANGE,TOTSQFT_EN,WALLTYPE,ROOFTYPE,ADQINSUL,HHSEX,HHAGE,EMPLOYHH,MONEYPY,KWH,NWEIGHT
100332,SOUTH,2,7,1130,4,2,2,1,54,1,11,19032.34,11613.58423
100333,MIDWEST,2,8,3270,3,5,2,2,37,1,16,11579.51,4373.623385
100334,NORTHEAST,2,3,3000,7,3,1,1,55,1,14,13184,6024.137576
100335,NORTHEAST,5,1,2400,1,-2,2,1,45,4,4,5238.45,8964.499643
100336,SOUTH,4,6,800,1,5,2,2,58,1,13,5007.07,5441.543653
100337,NORTHEAST,4,3,600,1,1,1,1,27,2,1,3340.02,9004.066117
100338,SOUTH,2,8,2500,3,5,1,1,31,4,3,27703.42,3757.737397
100339,WEST,2,1,530,2,2,3,1,41,4,11,6340.91,6083.928006
100340,NORTHEAST,5,4,1170,2,-2,2,1,90,3,4,5560.23,5805.479343
100341,MIDWEST,2,3,2770,1,5,1,1,50,1,15,11628.03,3712.445403
100342,WEST,2,6,3200,4,5,1,2,64,3,16,11264.09,5699.397387
100343,SOUTH,2,7,1400,3,5,1,2,39,1,14,17667.51,3004.646332
100344,SOUTH,5,5,900,1,-2,2,2,48,1,13,3443.91,12298.61606
100345,WEST,5,1,680,1,-2,2,1,27,1,15,2238.8,15029.79462
100346,WEST,2,5,1300,2,5,2,2,30,1,14,21068.96,6290.749293
100347,NORTHEAST,4,8,1600,5,2,2,1,25,4,10,3584.94,6862.139933
100348,WEST,2,2,2300,4,5,2,1,71,3,14,3621.8,8993.031306
100349,SOUTH,5,5,620,3,-2,2,1,50,1,14,8787.26,8648.678454
100350,NORTHEAST,2,1,5630,3,3,2,1,57,1,16,12706.56,2905.346773
100351,NORTHEAST,5,5,600,3,-2,2,1,28,1,14,2397.76,6690.565924
100352,SOUTH,4,6,2900,5,3,1,1,61,4,1,5981.54,15671.2651
100353,MIDWEST,2,5,2570,3,5,2,2,57,1,16,8919.55,10283.2256
100354,NORTHEAST,2,3,3210,3,5,2,2,48,1,16,13142.79,5083.191312
100355,WEST,5,3,700,1,-2,2,1,90,3,10,7029.07,7489.040246
100356,SOUTH,2,2,5200,1,3,3,2,57,1,14,28115.65,8741.954129
100357,SOUTH,2,6,3000,7,1,2,1,51,1,15,16512.1,14355.08298
100358,SOUTH,1,6,1490,3,2,1,1,62,3,8,15406.11,6986.602395
100359,SOUTH,1,7,450,3,3,3,1,72,4,4,5812.55,5910.742514
100360,NORTHEAST,1,4,980,3,3,1,2,73,3,9,4497.44,3315.610476
100361,SOUTH,4,6,770,3,5,2,2,62,2,6,11816.16,11181.30155
100362,NORTHEAST,5,2,500,1,-2,1,1,73,3,3,6140.27,11896.02145
100363,WEST,2,2,920,4,99,3,2,58,4,4,2405.79,11425.67588
100364,WEST,2,4,3600,2,2,1,1,79,3,7,4716.87,5346.688672
100365,WEST,2,7,3000,4,5,2,1,65,2,14,9597.07,4363.128817
100366,MIDWEST,2,1,2130,4,5,2,2,31,1,12,11054.78,4039.172928
100367,MIDWEST,2,6,4000,3,5,1,2,73,3,11,9137.57,7749.332674
100368,WEST,2,1,1100,4,5,1,1,55,1,14,3405.88,1096.645995
100369,WEST,1,8,560,3,3,3,1,72,3,8,3215.01,944.4367972
100370,SOUTH,2,8,4300,6,5,2,1,80,3,6,7171.36,6815.134953
100371,WEST,2,4,1300,4,5,3,1,50,4,16,9534.04,9935.576662
100372,WEST,3,5,1040,3,5,2,1,58,1,9,3482.38,4093.061733
100373,MIDWEST,2,2,2110,5,5,3,1,54,1,16,17645.74,11848.49806
100374,WEST,2,2,2220,2,5,2,1,62,1,15,7368.07,13268.99651
100375,WEST,2,4,2600,2,5,2,1,53,2,14,10294.1,5565.41269
100376,WEST,2,9,1550,4,1,2,1,29,1,14,16750.4,4090.07041
100377,MIDWEST,5,7,750,3,-2,1,1,23,2,11,7893.67,8654.309
100378,WEST,2,9,2200,4,5,2,2,37,1,13,4974.71,4522.451043
100379,MIDWEST,3,8,2800,1,5,1,2,67,3,14,9992.72,4985.000781
100380,NORTHEAST,2,6,1390,3,5,2,2,65,1,15,15761.97,2576.051546
100381,MIDWEST,2,1,2500,3,5,2,1,51,1,16,14177.01,4012.117001
100382,NORTHEAST,3,9,1550,3,5,1,2,32,1,16,15800.89,3622.263473
100383,MIDWEST,2,2,2270,1,1,2,1,55,2,6,3850,13072.18588
100384,SOUTH,4,5,810,1,5,2,1,71,4,5,6134.6,6979.796518
100385,MIDWEST,2,3,1650,3,5,2,1,44,2,13,10459.86,7630.629048
100386,WEST,2,5,2000,7,6,1,2,84,3,15,10065.57,4473.934614
100387,NORTHEAST,2,1,1710,3,5,2,1,56,1,15,3874.41,6485.028101
100388,WEST,3,5,970,4,99,2,2,71,3,14,5497.74,2111.61184
100389,WEST,2,4,2400,2,5,1,1,45,1,2,18321.92,5878.775269
100390,SOUTH,2,6,1740,2,5,2,2,64,3,11,7287.23,7791.367292
100391,SOUTH,2,2,3300,3,5,1,1,70,3,9,10443.21,8549.069169
100392,SOUTH,3,4,1580,1,5,2,2,69,1,14,10480.73,4773.909529
100393,NORTHEAST,5,1,1500,1,-2,1,1,63,1,15,1613.36,12099.82247
100394,NORTHEAST,3,1,1970,6,4,2,1,23,1,14,3855.11,804.0474755
100395,MIDWEST,2,4,3400,2,5,1,1,70,3,13,12669.85,3692.715328
100396,NORTHEAST,4,6,2080,3,3,2,1,28,1,11,11116.38,12649.57731
100397,MIDWEST,2,1,1200,3,5,3,1,59,4,11,13741.1,9809.608013
100398,SOUTH,5,3,550,1,-2,4,1,69,3,6,6530.89,6425.435175
100399,NORTHEAST,2,6,2200,3,5,2,2,46,1,16,12309.14,2598.960015
100400,MIDWEST,2,2,2130,1,5,1,1,63,2,14,10046.79,13706.70612
100401,WEST,2,3,1400,4,5,3,2,47,1,16,8588,14127.34315
100402,WEST,2,8,1650,2,2,2,1,35,2,1,12177.85,4954.015586
100403,NORTHEAST,3,5,1000,2,5,2,1,73,3,15,9565.04,577.3472115
100404,SOUTH,2,5,2420,1,5,1,1,75,2,13,24368.83,6119.499553
100405,SOUTH,5,9,1000,3,-2,2,2,22,1,14,12349.08,7320.272274
100406,MIDWEST,2,6,3000,3,5,1,1,55,1,15,14473.14,1765.153909
100407,SOUTH,2,7,2460,3,5,1,1,46,1,15,11336.95,7754.916697
100408,NORTHEAST,2,4,2040,3,5,2,1,64,3,14,12784.51,2569.220362
100409,NORTHEAST,5,9,1170,3,-2,3,1,19,2,1,4165.23,5309.479984
100410,NORTHEAST,5,7,450,1,-2,2,2,29,1,16,2057.78,9919.434951
100411,MIDWEST,1,8,1200,3,5,1,1,25,4,13,11617.18,3820.035646
100412,WEST,2,1,1700,4,5,3,1,78,3,15,8715.41,12023.5846
100413,MIDWEST,2,5,2700,2,2,1,1,83,3,1,10598.51,8056.933544
100414,WEST,1,7,1290,3,5,2,2,68,3,10,2139.06,10685.35188
100415,WEST,2,4,4950,3,5,2,2,74,3,14,9744.82,5549.134549
100416,MIDWEST,4,7,580,3,4,1,1,37,1,8,10810.15,16295.4328
100417,SOUTH,5,4,550,1,-2,4,1,62,2,1,8700.63,15960.90122
100418,NORTHEAST,5,5,600,1,-2,1,1,90,3,8,4180.88,8670.070181
100419,SOUTH,5,8,800,3,-2,2,2,23,1,13,5734.1,5982.840251
100420,NORTHEAST,5,2,350,1,-2,1,2,46,1,16,3022.4,11313.52898
100421,WEST,5,4,900,7,-2,1,1,43,1,15,9289.79,1154.301836
100422,SOUTH,3,4,1580,3,5,2,1,73,3,14,14819.84,4537.041571
100423,WEST,5,9,850,7,-2,1,2,69,3,7,4707.79,1490.6878
100424,SOUTH,2,6,3080,1,5,2,2,73,3,16,20780.15,9299.392276
100425,SOUTH,2,6,1180,3,3,1,1,46,3,7,8858.54,9268.123784
100426,MIDWEST,4,5,790,1,5,2,2,69,3,5,7618.05,14087.88462
100427,WEST,5,1,720,1,-2,2,2,49,4,3,676.32,17693.01512
100428,SOUTH,2,7,1700,1,5,1,2,64,3,14,19284.64,4911.505603
100429,WEST,2,3,1290,4,5,2,1,37,1,16,4609.67,9638.585505
100430,MIDWEST,2,7,3200,3,5,2,1,49,1,16,11747.34,5299.469653
100431,MIDWEST,5,5,1080,1,-2,3,2,30,2,5,15475.09,12031.40054
100432,MIDWEST,2,3,2170,3,5,2,1,65,2,9,5904.68,8661.066102
100433,MIDWEST,2,7,1960,3,5,1,1,62,1,16,25789.5,5401.257821
100434,NORTHEAST,2,1,1100,3,3,1,1,74,3,8,2899.19,11262.66167
100435,NORTHEAST,2,2,2460,3,5,2,2,79,3,15,5338.44,5800.237606
100436,WEST,2,9,2100,3,5,1,1,38,1,15,4842.92,5423.30389
100437,MIDWEST,2,9,3500,3,5,2,1,42,1,16,16142.18,5783.038069
100438,WEST,2,4,1700,3,3,2,2,50,1,15,10462.1,1108.325853
100439,NORTHEAST,2,5,2800,3,5,2,2,57,1,14,13937.51,6406.582001
100440,NORTHEAST,2,1,2050,2,5,3,2,65,1,14,10979.78,4094.096175
100441,MIDWEST,3,7,2200,3,5,2,1,87,3,16,7016.11,5453.413059
100442,SOUTH,5,9,960,3,-2,2,2,43,1,15,4726.32,3914.040324
100443,WEST,2,7,1300,2,3,1,1,74,3,10,12644.41,2191.838696
100444,NORTHEAST,2,2,3750,3,5,2,2,60,1,16,7428.73,5317.174648
100445,NORTHEAST,2,9,3900,3,5,1,1,78,3,14,6858,1979.36148
100446,WEST,2,6,2800,2,3,1,2,53,1,15,9959.93,1165.859117
100447,WEST,5,4,780,4,-2,1,1,26,4,9,17868.75,10781.02686
100448,NORTHEAST,3,1,1740,1,1,1,2,40,1,14,3323.47,7519.725711
100449,SOUTH,5,5,600,1,-2,2,1,31,1,7,10910.83,15262.17012
100450,WEST,2,5,2200,3,5,2,2,67,3,9,2778.04,1943.595112
100451,MIDWEST,2,5,1470,3,5,1,2,66,2,14,23765.5,5748.570253
100452,MIDWEST,2,3,2500,3,5,1,1,49,1,14,9845.62,5433.394829
100453,NORTHEAST,3,5,1500,5,5,2,1,64,3,5,10874.36,1431.821115
100454,NORTHEAST,3,4,950,3,5,1,2,77,3,13,10294.7,4501.728702
100455,WEST,5,5,800,1,-2,2,1,50,4,1,2718.34,7804.70582
100456,NORTHEAST,2,2,2000,5,3,2,2,73,3,10,5713.77,6494.388926
100457,SOUTH,2,3,1190,3,5,3,1,52,4,3,9030.17,7521.02208
100458,NORTHEAST,4,3,1300,3,5,2,1,38,1,15,6642,3673.946543
100459,MIDWEST,4,6,950,1,5,3,1,55,3,11,2489.08,6396.608354
100460,SOUTH,3,7,3150,3,5,2,2,62,3,15,4681.44,4557.220179
100461,SOUTH,2,8,790,2,2,2,1,52,1,11,13037.64,7502.87824
100462,WEST,2,7,3800,4,5,2,2,61,3,14,4442.41,4302.996768
100463,SOUTH,2,2,2700,3,3,1,2,90,3,13,24118.71,5454.394542
100464,SOUTH,2,4,1030,1,5,2,1,66,3,15,22764.14,9318.632831
100465,SOUTH,2,8,1800,3,5,2,2,83,3,10,11979.43,4990.140341
100466,WEST,2,5,2100,4,6,2,2,64,3,13,5487.1,9612.861476
100467,MIDWEST,2,8,1670,3,5,1,1,59,1,12,6977.85,3303.34701
100468,SOUTH,2,4,1600,6,5,2,2,57,1,15,21117.68,4682.638573
100469,SOUTH,2,2,1500,1,5,1,1,55,1,2,12056.76,8128.977125
100470,SOUTH,2,5,2180,1,5,3,2,42,1,15,7775.72,4051.645656
100471,SOUTH,3,7,1780,1,5,1,2,70,3,15,8002.21,3945.357611
100472,WEST,5,4,830,1,-2,2,1,22,1,10,2339.76,7941.587028
100473,SOUTH,2,6,1600,3,5,1,2,81,3,15,6245.11,2436.185296
100474,SOUTH,5,7,730,1,-2,2,2,35,4,1,1643.8,16884.84267
100475,SOUTH,2,5,2590,2,5,2,2,73,3,15,28409.84,5527.732578
100476,SOUTH,2,5,1560,2,5,2,2,58,3,15,17394.57,7098.267756
100477,WEST,2,2,3000,2,5,3,2,59,3,6,6875.32,5057.930761
100478,SOUTH,1,4,1200,3,5,3,1,55,3,4,14357.58,7788.634495
100479,MIDWEST,3,5,5600,2,5,2,2,75,2,16,9438.33,2913.232567
100480,SOUTH,2,3,1040,4,5,2,1,39,4,12,15113.43,9834.249752
100481,WEST,2,6,2600,2,5,2,1,53,2,13,9806.39,2489.213238
100482,MIDWEST,2,4,1500,2,5,2,1,45,1,14,15495.77,5656.933588
100483,MIDWEST,2,3,1680,3,5,3,1,34,3,12,6402.59,11496.44743
100484,SOUTH,3,5,2000,1,5,2,1,48,2,16,16042.49,4414.549273
100485,SOUTH,5,2,800,1,-2,2,2,67,3,7,7939.72,2855.784267
100486,WEST,5,7,720,1,-2,2,1,29,1,14,3560.35,4248.425661
100487,NORTHEAST,2,4,2380,3,3,2,2,56,1,15,11695.43,1930.050298
100488,SOUTH,2,5,5100,1,5,1,1,27,4,1,18365.53,11121.86889
100489,SOUTH,3,2,2450,1,5,2,2,45,4,1,9601.52,5353.933476
100490,NORTHEAST,2,4,3200,2,5,2,2,47,1,16,29760.55,3014.420335
100491,SOUTH,2,5,1310,2,5,1,2,61,3,8,12368.51,11240.68759
100492,WEST,2,7,2600,3,5,1,2,60,3,14,6471.88,4474.568842
100493,NORTHEAST,2,8,3900,3,5,1,1,63,3,14,5646.76,2302.673887
100494,SOUTH,4,3,800,3,5,2,1,43,1,10,11287.27,5113.102509
100495,SOUTH,5,4,680,7,-2,1,1,89,3,9,3321.29,13235.98477
100496,SOUTH,2,5,2700,1,5,2,1,43,4,13,10206.03,3091.989608
100497,WEST,2,1,1100,3,5,3,1,47,1,12,8061.48,7046.67724
100498,SOUTH,2,7,3490,6,5,2,1,39,4,16,20430.91,7109.00307
100499,SOUTH,2,7,1700,3,5,1,1,51,1,12,9553.97,4097.56446
100500,SOUTH,1,5,900,3,3,3,1,61,4,4,10346.43,9779.663429
100501,NORTHEAST,3,8,1730,3,3,2,1,71,3,15,10597.06,3779.06825
100502,WEST,5,5,780,4,-2,2,1,80,3,8,2232.31,18710.80411
100503,WEST,2,7,4850,6,5,2,2,35,1,16,12281.37,5561.425532
100504,MIDWEST,2,3,2300,3,5,2,1,46,1,16,26997.01,7514.817193
100505,NORTHEAST,2,3,2800,2,5,3,2,63,2,8,9876.41,4911.832732
100506,MIDWEST,2,7,4800,3,2,1,2,57,3,16,13440.5,6520.890651
100507,WEST,1,4,1460,5,2,2,1,66,3,12,3159.05,13185.72713
100508,SOUTH,5,8,1350,3,-2,1,1,30,4,13,15986.35,7530.251622
100509,SOUTH,2,5,900,3,5,2,1,61,1,7,8291.56,4842.992311
100510,SOUTH,1,9,1450,3,5,1,2,78,3,10,5600.36,16405.83483
100511,WEST,2,1,1600,2,5,2,1,55,1,8,9306.81,6243.989857
100512,NORTHEAST,2,4,2630,2,5,3,1,58,3,7,4369.03,3428.713374
100513,NORTHEAST,3,3,1470,1,5,2,2,68,3,11,10247.95,5636.905533
100514,NORTHEAST,2,6,6300,1,5,1,1,69,3,13,28085.3,8958.861032
100515,NORTHEAST,4,1,800,3,5,2,1,54,1,7,2410.33,9379.154654
100516,NORTHEAST,3,5,1560,3,5,2,2,32,1,13,5999.02,2853.478196
100517,SOUTH,1,6,1700,2,5,3,2,44,3,10,26149.41,4949.492112
100518,MIDWEST,2,5,740,1,5,3,1,52,1,7,10936.03,5906.275955
100519,WEST,2,7,1750,3,5,2,2,41,4,6,7223.36,2160.398597
100520,SOUTH,2,2,2320,3,5,2,1,82,3,5,10093.2,6766.19556
100521,SOUTH,2,8,3300,1,5,1,2,36,1,15,16310.33,7790.372792
100522,WEST,2,2,4200,2,5,1,2,83,3,10,6085.25,5089.381573
100523,SOUTH,2,4,2000,1,5,2,1,57,2,12,16873.74,5544.763535
100524,MIDWEST,2,6,1800,3,5,3,2,25,1,11,7406.7,10651.79403
100525,SOUTH,2,7,3240,3,5,1,1,53,1,13,12289.94,7037.296886
100526,SOUTH,2,1,2200,2,5,2,1,77,3,8,15000.66,14835.01279
100527,SOUTH,3,5,2950,1,5,1,1,52,4,11,15240.25,3814.63077
100528,SOUTH,2,5,1000,2,5,4,2,27,1,9,9547.53,10735.76973
100529,WEST,3,3,850,4,2,3,1,24,4,14,4563.84,9999.284181
100530,SOUTH,2,4,1200,1,5,2,1,60,3,14,14363.07,4515.913604
100531,MIDWEST,4,5,750,1,5,3,2,75,3,7,4223.45,13790.0574
100532,WEST,2,7,1800,1,2,2,2,67,3,9,10925.2,4613.801877
100533,SOUTH,2,5,2800,1,5,1,1,74,3,15,15683.66,9235.423597
100534,NORTHEAST,2,6,1600,3,5,1,1,70,1,14,6013.03,3120.15489
100535,MIDWEST,2,4,1800,3,5,2,2,66,3,12,14299.3,5883.081699
100536,MIDWEST,2,6,1000,3,5,3,2,52,4,8,10198.83,9804.097491
100537,SOUTH,5,5,620,1,-2,2,1,40,1,7,16783.98,14252.56936
100538,NORTHEAST,5,5,840,3,-2,1,1,76,3,7,2816.01,5813.871572
100539,MIDWEST,2,4,1550,4,5,2,2,21,1,14,5669.7,5226.00225
100540,NORTHEAST,4,5,900,3,5,2,1,44,2,11,4313.47,8834.449081
100541,SOUTH,2,1,1000,3,5,3,1,72,3,4,2847.35,4169.600055
100542,MIDWEST,5,5,900,5,-2,2,1,27,1,11,9647.77,3420.263693
100543,WEST,1,4,410,3,3,3,1,54,4,5,3313.85,1962.787207
100544,WEST,2,4,1730,2,3,2,1,64,2,16,17924.62,2540.385611
100545,SOUTH,3,1,750,1,5,3,1,49,1,6,14389.26,5862.699436
100546,NORTHEAST,2,4,770,3,5,1,2,71,3,14,4799.92,5764.798021
100547,WEST,2,1,2100,2,5,2,2,44,1,16,4505.26,6812.34064
100548,SOUTH,4,5,600,2,5,1,1,46,4,3,7883.32,11566.17086
100549,WEST,2,4,1700,4,5,1,1,32,1,15,7601.14,9980.031534
100550,SOUTH,5,5,950,1,-2,2,1,48,4,8,19098.24,17918.80768
100551,SOUTH,2,6,1490,7,5,1,2,74,3,15,8131.62,10416.70871
100552,NORTHEAST,4,3,1300,3,2,2,1,49,1,9,8384.53,8941.072459
100553,SOUTH,2,6,2750,6,5,2,1,32,1,16,35074.26,5956.468627
100554,SOUTH,2,3,1800,1,5,2,2,70,3,12,12544.46,10983.61828
100555,WEST,3,8,1710,4,3,2,1,40,4,16,8639.34,8257.129703
100556,WEST,2,2,1290,2,5,2,1,40,1,14,6662.68,713.1435633
100557,NORTHEAST,2,6,3190,3,5,1,2,55,1,15,5767.67,1819.442569
100558,MIDWEST,2,4,2310,3,5,1,2,75,3,14,8885.65,9042.242856
100559,NORTHEAST,5,1,450,1,-2,2,2,25,1,16,3267.43,12742.13437
100560,SOUTH,3,2,790,2,1,1,2,45,1,7,6662.35,5851.750056
100561,NORTHEAST,3,1,1800,4,5,2,1,34,1,16,7773.92,7253.962642
100562,MIDWEST,2,2,1440,1,5,2,1,69,1,13,5832.43,6530.33501
100563,NORTHEAST,2,3,2130,3,5,1,1,31,1,16,6529.13,5598.880415
100564,SOUTH,2,4,2210,3,5,2,1,38,2,14,22191.82,5721.591094
100565,WEST,2,7,1780,2,5,2,2,55,1,16,12519.67,1721.590351
100566,WEST,5,3,1230,2,-2,4,1,44,1,11,12216.62,12515.74039
100567,MIDWEST,2,4,4780,2,5,2,2,85,3,16,16675.2,3732.374517
100568,SOUTH,2,4,3000,1,5,1,1,55,4,12,17928.34,4131.267095
100569,WEST,5,4,900,4,-2,3,1,67,1,14,4604.95,15702.8145
100570,MIDWEST,2,5,1400,3,5,2,1,45,1,12,25149.84,782.7911808
100571,MIDWEST,2,2,2240,3,5,1,2,74,3,11,6160.44,11107.85357
100572,SOUTH,2,9,2700,3,5,2,1,43,1,14,20644.55,7662.838383
100573,SOUTH,2,7,4200,3,5,1,2,53,1,15,20508.19,7662.81911
100574,MIDWEST,2,2,2300,3,5,2,1,86,3,11,3992.55,8249.523954
100575,MIDWEST,2,1,2000,3,5,2,1,39,4,7,2923.42,6894.642456
100576,MIDWEST,2,9,5000,3,5,1,1,45,4,16,3003.69,8761.00774
100577,SOUTH,1,7,1220,3,3,2,1,56,1,8,16984.85,4244.797588
100578,MIDWEST,5,8,1230,1,-2,1,2,38,1,9,4533.87,9012.964749
100579,MIDWEST,2,4,2800,2,5,2,2,79,3,11,16923.95,3905.751905
100580,WEST,5,8,380,3,-2,1,2,53,1,12,2381.75,6666.787447
100581,MIDWEST,5,4,600,2,-2,1,2,40,1,12,1383.04,23162.17691
100582,SOUTH,3,5,1100,1,5,2,2,75,3,13,5962.78,1879.542684
100583,WEST,2,7,500,4,5,1,1,39,1,15,11146.39,3622.0855
100584,NORTHEAST,2,1,1800,3,5,4,1,62,3,7,3711.15,9001.880159
100585,NORTHEAST,5,2,600,1,-2,4,1,23,1,9,5464.93,4228.305797
100586,NORTHEAST,2,3,1820,5,2,3,1,35,1,13,9161.21,4378.574929
100587,MIDWEST,2,1,1640,4,5,2,2,60,1,13,5074.85,11479.63979
100588,SOUTH,2,6,2000,3,3,1,2,52,1,14,13923.16,4532.208505
100589,SOUTH,2,5,4000,3,5,2,1,55,1,16,19876.16,4195.235122
100590,SOUTH,2,7,1400,3,5,2,1,63,1,16,9044.49,6427.706988
100591,NORTHEAST,3,2,840,3,5,2,1,69,3,12,1815.72,2788.825403
100592,SOUTH,2,9,2130,6,5,1,2,45,1,16,13938.8,8690.092705
100593,MIDWEST,2,9,1470,3,5,2,1,38,1,12,4827.25,3456.612169
100594,WEST,2,6,1700,2,6,2,1,68,3,12,4163.4,1435.222982
100595,SOUTH,4,1,530,1,5,1,2,38,1,14,5961.13,13970.88709
100596,MIDWEST,2,6,4400,2,5,2,1,47,1,15,28377.83,7864.22189
100597,NORTHEAST,5,3,980,1,-2,3,2,38,1,16,3235.19,10392.32016
100598,WEST,2,5,2100,3,5,1,1,52,1,11,6155.83,4646.521151
100599,WEST,2,1,1880,1,5,3,2,27,1,13,4617.41,6281.095996
100600,WEST,2,5,3600,2,5,1,2,26,2,16,13081.79,4986.935788
100601,SOUTH,2,7,2390,1,5,1,1,40,2,16,16285.07,8928.700911
100602,MIDWEST,4,3,800,1,2,2,1,42,1,9,10152.86,24014.18879
100603,WEST,2,2,2890,4,5,3,2,26,4,12,9067.08,15216.79999
100604,WEST,2,4,1900,3,5,2,1,68,3,10,9972.93,4944.560916
100605,WEST,1,8,1300,2,6,4,1,87,3,2,1717.03,8686.616691
100606,WEST,2,1,1950,2,5,2,2,29,1,13,14758.4,6898.671706
100607,WEST,2,6,3280,2,5,2,1,44,4,14,9596.39,5437.795881
100608,SOUTH,2,4,2230,1,5,2,2,65,1,15,15538.89,5026.485513
100609,MIDWEST,2,1,3750,3,5,3,2,64,1,9,11729.42,13456.04835
100610,MIDWEST,2,4,2930,3,5,2,2,29,1,12,10085.15,1776.188638
100611,MIDWEST,2,8,2260,3,5,1,1,18,2,13,7411.05,5101.953096
100612,MIDWEST,2,6,3130,2,5,2,2,76,3,13,13421.53,7953.900275
100613,WEST,2,5,3100,2,5,1,2,71,3,15,8752.78,856.0401931
100614,MIDWEST,2,1,2630,3,5,2,2,62,2,12,8097.42,14634.66651
100615,SOUTH,5,3,710,1,-2,2,2,83,3,7,7471.53,14520.30946
100616,SOUTH,2,6,3990,1,5,2,1,62,3,16,25136.21,8960.538943
100617,SOUTH,2,6,2950,7,5,2,2,44,1,16,28834.7,9519.110148
100618,MIDWEST,2,1,3220,3,5,3,1,63,1,12,24261,4050.299384
100619,WEST,2,5,2340,4,5,1,1,53,1,16,11914.24,3936.646989
100620,NORTHEAST,2,5,1600,3,1,1,2,43,1,11,4988.73,6017.777947
100621,MIDWEST,2,1,3000,2,5,2,2,62,1,12,1673.3,10860.21897
100622,SOUTH,2,8,2300,4,5,1,1,75,3,14,11931.63,9406.197169
100623,NORTHEAST,1,7,1300,3,3,2,1,62,1,14,8137.78,1142.529824
100624,WEST,2,5,2400,2,3,2,2,88,3,6,22286.65,958.2046964
100625,SOUTH,2,7,940,2,3,1,1,62,3,2,9423.62,3388.972753
100626,MIDWEST,2,2,1350,3,5,3,2,59,1,15,3163.17,1754.63854
100627,MIDWEST,2,3,4100,1,5,1,2,57,1,15,11594.64,7833.211911
100628,NORTHEAST,2,1,1630,3,3,3,1,86,3,11,4116.78,9741.471007
100629,WEST,2,6,2210,4,6,1,1,72,2,11,3494.68,8500.89643
100630,SOUTH,2,1,5500,5,5,3,2,58,1,16,41453.17,12565.34633
100631,NORTHEAST,3,2,1000,3,5,3,1,52,4,5,7134.54,7150.321472
100632,WEST,2,6,4000,4,1,2,1,70,3,16,6824.79,9002.083836
100633,WEST,2,2,1430,2,5,2,1,70,3,4,17412.92,4834.025114
100634,NORTHEAST,3,5,1190,3,5,2,1,66,3,8,5312.58,3918.564627
100635,WEST,2,4,5200,3,5,2,1,66,2,14,17217.47,2128.105314
100636,WEST,5,4,820,2,-2,4,1,45,1,1,2439.34,18507.91768
100637,SOUTH,3,1,1230,1,5,3,1,48,1,13,13332.86,3327.312877
100638,SOUTH,2,5,790,1,5,1,1,65,3,13,14458.62,10151.70187
100639,WEST,4,3,930,4,99,3,1,71,3,4,10088.63,17426.76216
100640,WEST,2,7,1800,3,5,1,1,56,1,14,11586.21,1204.297576
100641,NORTHEAST,3,8,1000,5,5,1,1,60,1,14,4287.25,3282.478446
100642,WEST,2,7,1950,3,5,2,2,31,1,13,6315.74,5149.094602
100643,NORTHEAST,2,8,2800,1,5,2,2,73,2,16,18749.66,4226.884765
100644,WEST,2,4,3500,4,6,1,1,70,3,12,19186.25,10940.27976
100645,SOUTH,2,1,1800,3,5,2,1,85,3,13,4764.54,12138.70697
100646,SOUTH,5,9,860,3,-2,2,1,23,1,8,3836.84,14650.67553
100647,WEST,2,7,1250,4,5,3,1,52,1,11,11910.95,4491.901689
100648,SOUTH,5,6,900,1,-2,2,1,23,1,13,8961.56,9124.649676
100649,MIDWEST,2,6,2330,3,5,2,1,65,3,15,10662.56,921.9050798
100650,MIDWEST,2,8,3000,3,3,2,2,60,1,13,10688.17,4882.017377
100651,MIDWEST,2,3,2500,3,5,2,2,52,4,11,9660.52,4831.235447
100652,WEST,2,4,2200,2,5,2,1,50,2,14,7392.79,3889.547634
100653,MIDWEST,2,1,2400,3,5,2,2,24,1,15,3467.21,7835.121705
100654,SOUTH,2,9,2000,1,5,2,1,65,1,9,11167.05,10688.44199
100655,WEST,3,4,650,1,99,2,2,44,1,10,1447.07,2179.091649
100656,NORTHEAST,2,2,1700,3,5,2,1,64,1,14,6251.44,5296.695264
100657,WEST,2,3,870,2,1,2,1,29,4,1,7484.58,12170.48999
100658,SOUTH,2,4,1800,2,3,2,2,80,3,4,14902.96,3635.256432
100659,MIDWEST,2,3,1500,3,5,2,1,45,2,13,17029.36,5801.054693
100660,SOUTH,2,6,2200,3,5,2,1,40,1,16,9698.31,7700.245751
100661,NORTHEAST,3,1,1600,1,5,3,1,63,1,12,6374.68,10304.79816
100662,NORTHEAST,2,2,2210,3,5,2,1,39,1,12,5787.84,4424.106994
100663,NORTHEAST,2,6,2800,2,5,3,1,58,2,16,18652.74,1950.898838
100664,SOUTH,2,4,1100,1,3,2,1,75,3,11,13233.08,5380.815114
100665,SOUTH,2,3,1790,1,5,2,1,41,1,15,14782.09,13041.78254
100666,SOUTH,2,6,1850,4,5,1,1,61,3,13,10758.14,8631.003466
100667,NORTHEAST,3,5,1630,3,5,2,1,61,2,8,11248.99,1631.720644
100668,MIDWEST,2,1,2000,3,5,1,2,51,1,13,13048.94,6974.219607
100669,WEST,2,3,1550,3,5,2,1,55,4,10,7655.13,1979.275928
100670,MIDWEST,3,7,1930,3,5,2,1,69,3,13,7183.2,2586.473566
