DOEID,REGIONC,TYPEHUQ,YEARMADERANGE,TOTSQFT_EN,WALLTYPE,ROOFTYPE,ADQINSUL,HHSEX,HHAGE,EMPLOYHH,MONEYPY,KWH,NWEIGHT
114938,SOUTH,2,5,2900,1,5,2,2,81,3,16,23550.73,8450.128677
114939,SOUTH,5,1,900,1,-2,2,1,41,1,12,20366.94,10182.65765
114940,NORTHEAST,2,1,3580,2,5,2,1,54,1,16,7332.13,997.6807663
114941,SOUTH,4,6,1370,1,5,2,1,57,3,14,6609.29,6128.274156
114942,SOUTH,2,4,850,1,3,2,2,71,3,7,12695.14,5013.791155
114943,WEST,3,4,1800,2,99,2,2,51,1,15,3722.07,6435.630088
114944,NORTHEAST,2,6,2850,2,5,1,1,59,1,14,9664.92,5166.163581
114945,WEST,2,9,3700,3,5,2,2,67,2,12,10445.32,2062.461104
114946,SOUTH,2,7,2560,3,5,1,1,54,1,14,11189.36,5271.332869
114947,MIDWEST,2,2,800,3,5,3,1,36,1,15,6101.51,3341.263562
114948,NORTHEAST,2,4,2250,3,5,3,2,52,1,15,7483.83,5371.09124
114949,MIDWEST,2,4,1800,3,3,2,2,57,3,14,14036.89,5964.595911
114950,SOUTH,2,3,1370,1,5,1,1,66,3,9,11050.77,4934.857458
114951,SOUTH,2,4,3600,3,3,1,2,71,3,14,24396.69,4826.113192
114952,SOUTH,4,3,800,7,3,2,1,66,3,5,9900.8,7100.361238
114953,WEST,2,6,1100,4,5,2,1,50,2,9,8938.43,4974.188224
114954,SOUTH,2,7,2250,3,5,1,1,60,1,16,12526.85,9030.741325
114955,NORTHEAST,4,1,550,3,2,3,1,71,3,10,6135.43,10135.71104
114956,SOUTH,4,6,1020,3,5,2,2,30,1,13,7387.88,4725.656941
114957,MIDWEST,2,4,3400,3,5,1,1,79,3,9,4138.23,3732.374517
114958,WEST,3,6,1130,4,1,2,1,34,1,13,6248.74,8383.690383
114959,SOUTH,4,4,700,1,5,4,1,67,3,5,10791.06,5879.412121
114960,MIDWEST,2,2,2600,3,5,2,2,79,3,11,7891.89,10399.1514
114961,NORTHEAST,2,2,1330,2,5,2,2,55,1,16,16391.44,5265.836461
114962,MIDWEST,2,7,2720,3,5,1,1,73,3,14,14870.71,4736.990156
114963,SOUTH,3,4,830,1,5,1,2,78,3,9,7835.18,5002.641802
114964,WEST,5,4,1500,2,-2,2,2,49,1,12,8780.04,11190.3601
114965,SOUTH,2,1,1000,3,5,3,1,68,3,9,8773.56,6948.525591
114966,SOUTH,2,2,980,3,5,3,2,79,3,6,5553.31,5194.135172
114967,NORTHEAST,2,1,1530,3,5,2,2,31,1,11,5204.84,9001.880159
114968,SOUTH,2,4,1100,1,5,2,1,45,1,15,14393.06,10942.21926
114969,NORTHEAST,4,5,1200,2,2,2,2,33,1,12,1953.84,6206.266235
114970,WEST,3,4,1700,2,5,3,1,34,1,16,4813.11,5612.538423
114971,SOUTH,2,5,430,3,5,1,1,78,3,7,8166.29,10617.79981
114972,SOUTH,1,5,2200,3,2,2,1,38,1,10,12405.24,6844.989006
114973,MIDWEST,2,8,1090,3,5,1,1,56,3,13,22172.01,6373.028386
114974,SOUTH,2,8,1850,3,4,1,1,42,1,14,8892.39,6721.837145
114975,SOUTH,3,4,2050,3,5,2,1,36,1,15,11366.51,4428.849448
114976,MIDWEST,2,6,2800,3,5,1,1,62,3,13,16243.76,4042.306461
114977,SOUTH,5,5,580,7,-2,2,2,58,4,3,7684.34,17918.80768
114978,NORTHEAST,2,1,1380,3,5,2,1,22,2,14,9043.74,6967.319863
114979,SOUTH,2,6,800,3,5,2,2,60,3,13,20543.06,7646.040845
114980,SOUTH,2,7,3450,3,5,1,1,61,1,16,15013.76,6018.748165
114981,SOUTH,2,2,1200,2,5,3,1,90,3,5,10480.88,6972.938162
114982,NORTHEAST,2,5,3900,2,5,2,2,67,3,15,8343.47,3338.720852
114983,SOUTH,4,5,1100,4,5,3,2,55,4,16,18661.86,10930.40932
114984,SOUTH,2,4,1600,3,3,1,1,71,3,9,11541,10056.397
114985,SOUTH,2,7,2180,4,5,2,2,35,1,16,17829.37,8955.163124
114986,SOUTH,3,6,700,4,5,2,2,40,1,2,4686.32,12900.66239
114987,WEST,2,3,1200,4,5,2,2,53,1,16,4580.19,10421.63288
114988,WEST,2,2,1300,4,3,2,1,39,1,12,8877.09,13974.17757
114989,MIDWEST,2,3,2060,3,5,3,1,42,1,16,35491.61,3591.977019
114990,SOUTH,2,3,1700,1,5,3,1,85,3,10,11025.81,6430.776053
114991,SOUTH,2,3,1370,3,5,3,1,56,4,1,11572.35,3970.831128
114992,MIDWEST,2,6,2890,3,5,2,1,51,1,10,9277.41,13362.97524
114993,MIDWEST,2,6,3830,3,5,2,2,60,1,16,15729.74,7084.210074
114994,MIDWEST,2,5,3880,2,5,1,2,76,3,14,24160.43,856.6887787
114995,NORTHEAST,2,1,2400,3,5,2,1,62,1,11,5294.45,10152.02244
114996,SOUTH,2,9,2300,3,5,1,2,37,1,12,21153.97,8244.840273
114997,SOUTH,5,1,600,1,-2,3,1,79,3,4,5994.42,12141.78247
114998,WEST,3,3,1010,3,5,3,1,24,2,11,8422.04,5706.181853
114999,MIDWEST,2,4,2550,1,5,2,2,44,1,15,14980.24,9303.918996
115000,MIDWEST,2,6,3940,3,5,2,2,56,1,15,14819.99,912.0658726
115001,MIDWEST,2,3,1870,3,2,3,2,36,1,15,9108.99,6545.947442
115002,SOUTH,2,2,2700,3,5,2,1,42,1,16,11941.4,8401.793519
115003,MIDWEST,5,1,960,5,-2,3,1,21,4,1,6162.67,10030.84227
115004,NORTHEAST,2,9,2650,6,5,1,1,30,1,16,15369.31,3774.034047
115005,SOUTH,2,6,1680,3,5,2,2,37,1,15,10686.06,5685.560028
115006,SOUTH,2,6,2060,3,5,2,1,56,1,16,26074.84,7057.291478
115007,MIDWEST,2,3,1250,3,5,2,1,25,1,9,10346.54,3923.340505
115008,WEST,2,8,1750,4,4,2,2,39,1,15,8001.84,3239.571688
115009,SOUTH,1,7,1220,3,3,2,2,63,3,7,24966.72,11159.38087
115010,SOUTH,2,7,2900,7,5,2,1,59,2,16,22661.86,10883.5869
115011,SOUTH,2,6,2100,3,3,2,1,49,1,11,15974.99,5691.443117
115012,NORTHEAST,4,5,850,1,1,2,2,30,1,11,1894.76,10678.79311
115013,MIDWEST,2,4,2000,1,5,1,1,56,1,16,8850.89,7386.778943
115014,SOUTH,5,3,900,1,-2,3,1,30,1,13,7373.21,9586.974863
115015,WEST,2,2,780,2,5,3,1,54,1,11,1443.31,12424.04136
115016,MIDWEST,5,3,720,1,-2,2,2,59,3,2,5869.4,10931.80163
115017,SOUTH,2,4,3400,99,3,1,1,76,3,15,41549.4,4826.113192
115018,WEST,2,2,3500,3,5,2,1,78,3,11,4080.15,3068.54603
115019,NORTHEAST,2,5,3270,2,5,1,2,55,3,15,21552.63,5756.115999
115020,MIDWEST,2,3,4300,2,5,2,2,70,3,13,13634.53,4927.035987
115021,SOUTH,4,7,2000,1,4,1,2,40,1,15,5441.8,4071.293505
115022,SOUTH,5,4,720,7,-2,4,2,90,4,2,9642.02,18850.94706
115023,SOUTH,4,4,1120,7,5,2,1,75,2,13,13909.09,11842.43162
115024,SOUTH,2,7,3500,3,3,2,2,67,3,11,22421.82,8769.836959
115025,WEST,2,4,4350,4,99,1,2,50,2,7,23213.33,4032.554987
115026,NORTHEAST,2,1,2610,3,5,2,1,36,4,15,5910.1,9624.161249
115027,SOUTH,4,4,1400,1,6,1,2,26,1,16,8448.18,2470.956361
115028,MIDWEST,3,7,1630,3,5,2,1,27,1,15,3431.17,2822.502505
115029,WEST,3,8,1950,3,5,2,2,29,1,14,12396.58,1279.691649
115030,WEST,2,8,2340,4,6,1,2,47,1,15,14091.18,3533.77286
115031,WEST,2,3,3400,7,99,1,2,78,3,14,18043.8,1888.148453
115032,SOUTH,1,8,1500,3,3,1,1,52,4,7,17744.58,5833.161629
115033,WEST,2,5,1060,3,5,2,1,32,1,16,11511.96,4440.312482
115034,SOUTH,2,4,1300,4,5,2,2,49,1,15,9231.93,13506.0417
115035,SOUTH,2,4,2120,1,3,1,2,53,1,16,12508.36,5490.474207
115036,SOUTH,5,5,2000,7,-2,2,2,53,1,15,8738.18,14044.03327
115037,MIDWEST,2,5,2200,1,5,1,2,62,1,14,17668.16,3519.622298
115038,NORTHEAST,2,5,1830,3,5,1,1,65,2,12,7500.81,1002.744418
115039,NORTHEAST,3,5,940,3,5,2,1,68,3,9,7368.97,1320.171394
115040,NORTHEAST,2,4,3050,6,3,2,2,49,1,16,14796.81,7005.831263
115041,WEST,2,6,2200,4,5,2,1,50,1,16,19956.68,15499.04393
115042,WEST,4,4,980,4,5,2,2,55,1,7,4386.19,11735.44071
115043,MIDWEST,2,1,1600,1,5,2,1,38,1,11,5139,7240.911542
115044,NORTHEAST,3,7,3470,5,5,1,1,45,1,16,8501.34,1951.907365
115045,SOUTH,5,1,450,1,-2,2,2,32,1,15,2079.44,1722.982274
115046,SOUTH,2,1,1270,3,5,2,1,31,1,12,7808.48,9918.961548
115047,MIDWEST,2,4,1900,3,5,1,2,85,3,12,6151.18,7358.480263
115048,SOUTH,2,9,600,1,5,1,1,33,1,13,15240.01,5766.482631
115049,NORTHEAST,5,6,1200,1,-2,2,2,32,1,14,9745.02,3866.668488
115050,MIDWEST,2,3,1730,1,5,1,2,59,1,14,7335.39,5893.42348
115051,MIDWEST,2,1,2330,2,5,1,2,34,1,14,29862.55,1039.095172
115052,WEST,1,4,1410,3,5,1,2,60,3,6,7245.74,15382.51417
115053,SOUTH,2,3,3200,1,5,2,2,74,3,12,11301.39,8770.450411
115054,NORTHEAST,2,2,1970,2,5,3,1,80,3,11,3521.84,10125.13151
115055,SOUTH,2,6,2300,3,5,2,2,71,3,13,12603.47,6767.277689
115056,SOUTH,2,7,3500,1,5,2,2,68,3,9,10107.18,4614.285807
115057,SOUTH,1,6,1500,3,5,1,1,62,3,8,23008.39,6598.575308
115058,WEST,2,8,1890,3,5,2,1,35,2,9,8446.12,4960.724426
115059,NORTHEAST,2,1,1800,99,5,2,1,61,1,13,11997.68,2712.82119
115060,MIDWEST,5,5,1050,1,-2,3,1,81,3,7,6574.54,7761.208713
115061,SOUTH,2,7,2730,7,1,1,2,59,1,16,18415.84,12468.58651
115062,MIDWEST,2,2,1600,3,5,2,1,28,1,14,6582.73,6027.483067
115063,SOUTH,2,7,1520,1,5,1,1,33,1,16,15231.48,3045.92481
115064,WEST,2,1,5790,3,5,1,2,70,3,16,18320.04,2193.235618
115065,NORTHEAST,4,1,900,3,2,1,1,27,1,13,3686.69,10049.36631
115066,WEST,2,4,3600,2,5,2,2,73,3,15,11630.29,2200.739178
115067,SOUTH,2,5,1710,4,5,2,2,64,3,12,13576.39,11399.7054
115068,WEST,5,4,1210,2,-2,1,2,67,3,12,6114.02,1155.856255
115069,SOUTH,1,5,450,3,3,4,2,35,2,4,11537.26,4974.466617
115070,SOUTH,2,7,2800,1,5,2,1,40,1,15,9807.45,5469.913697
115071,NORTHEAST,5,5,510,1,-2,3,1,66,3,5,3607.43,2621.613804
115072,WEST,2,1,1210,3,99,2,1,60,1,8,3578.27,1231.063369
115073,MIDWEST,2,4,1890,3,5,2,2,54,4,12,4693.79,5849.234955
115074,MIDWEST,2,4,2250,3,5,2,1,39,1,16,10129.28,3933.128215
115075,WEST,5,6,1100,1,-2,1,2,90,3,12,3054.74,8108.270571
115076,WEST,2,4,1370,3,5,2,1,54,4,9,14737.08,5141.245488
115077,WEST,2,5,1300,2,3,1,1,71,3,11,5913.49,6348.879299
115078,SOUTH,2,4,1050,2,3,2,1,52,1,11,16317.85,3752.699389
115079,SOUTH,3,7,900,5,5,2,1,77,3,9,6203.95,5497.504055
115080,WEST,2,9,1530,4,1,1,1,75,3,14,14474.23,4240.671767
115081,NORTHEAST,2,3,2230,1,5,1,1,43,1,14,7067.41,9179.02557
115082,SOUTH,2,2,2400,2,5,2,2,78,3,10,14098.52,12090.92429
115083,WEST,2,1,1500,2,5,2,1,52,1,14,5936.11,5258.758095
115084,SOUTH,2,9,1550,3,3,1,1,79,3,12,6402.35,8001.967709
115085,MIDWEST,2,1,3200,3,5,1,1,73,3,9,8319.95,3961.469362
115086,NORTHEAST,2,1,1100,3,5,2,1,69,3,12,9302.31,7220.92474
115087,SOUTH,2,4,1890,1,5,2,2,62,1,15,24935.69,4354.158044
115088,WEST,2,5,2030,2,5,3,1,62,4,16,3180.43,851.9659469
115089,NORTHEAST,2,1,1630,2,3,2,2,27,1,15,5853.13,3695.186488
115090,MIDWEST,2,1,3000,6,5,2,2,54,2,14,7096.79,6883.996914
115091,WEST,5,4,730,4,-2,2,1,30,2,7,7954.07,8456.948804
115092,SOUTH,2,8,1900,1,5,1,2,68,3,12,17502.85,5322.858692
115093,SOUTH,1,7,1360,2,3,1,1,40,1,6,17682.46,6487.02706
115094,WEST,2,4,1700,3,99,2,2,82,3,15,8514.04,875.0282244
115095,SOUTH,2,3,1200,1,5,3,1,40,1,12,11623.44,7820.404587
115096,WEST,2,5,2880,2,5,2,1,68,3,15,5914.49,755.7199809
115097,WEST,2,2,940,2,5,4,1,49,1,15,7370.87,1372.767234
115098,WEST,2,6,1570,4,5,2,1,77,3,13,12442.1,12860.98873
115099,WEST,2,7,1020,4,1,2,1,29,1,13,10690.16,4654.19337
115100,SOUTH,2,4,2050,3,3,2,2,59,3,14,18077.84,3438.476745
115101,WEST,2,7,1400,3,5,3,2,38,1,11,7576.75,4286.324683
115102,WEST,2,2,1200,3,5,1,1,68,3,11,3702.92,10663.41193
115103,SOUTH,2,5,1640,3,5,1,1,34,1,10,16208.44,12169.07279
115104,MIDWEST,4,1,1250,1,5,3,1,55,1,15,5103.04,11699.93567
115105,MIDWEST,4,4,1200,3,5,3,1,20,2,2,6270.12,6817.499023
115106,NORTHEAST,2,5,3600,2,5,2,2,41,1,15,11542.92,4232.092724
115107,SOUTH,2,6,3200,1,5,1,2,84,3,11,18694.52,7279.938595
115108,WEST,2,7,3700,4,1,2,1,39,2,13,15526.64,4264.025766
115109,NORTHEAST,2,6,2000,3,2,1,2,19,2,15,12563,8577.901933
115110,NORTHEAST,2,2,2660,2,5,3,1,61,1,14,15082.21,7112.611507
115111,MIDWEST,2,7,5250,1,3,2,1,40,1,16,19734.74,3357.931363
115112,MIDWEST,5,1,400,1,-2,2,2,46,1,11,1609.9,13202.48991
115113,WEST,2,4,3650,2,5,2,2,71,3,16,65640.53,1033.387062
115114,NORTHEAST,2,1,1540,2,5,3,2,65,2,14,4988.13,10431.8194
115115,SOUTH,4,4,1000,2,2,1,2,62,3,4,4243.6,5703.073985
115116,SOUTH,2,5,850,1,5,2,2,58,1,13,15679.16,10446.92618
115117,WEST,3,7,1550,3,5,3,1,29,1,9,2896.82,1013.100037
115118,NORTHEAST,5,3,1100,1,-2,2,1,64,1,16,8837.58,10592.05743
115119,MIDWEST,2,2,1000,3,5,2,1,39,1,12,4912.71,14593.67987
115120,SOUTH,2,7,2800,3,5,2,1,50,4,14,14548.96,5829.580808
115121,SOUTH,2,7,1700,3,5,2,2,44,1,11,33030.61,4879.70068
115122,NORTHEAST,2,2,1390,1,5,3,2,53,1,16,6167.55,5257.495301
115123,SOUTH,1,4,1300,3,3,2,1,61,1,11,11817.8,13042.89824
115124,SOUTH,2,7,5100,1,5,1,2,80,3,14,24398.94,5874.006554
115125,SOUTH,2,9,2400,4,5,1,1,82,3,9,7694.17,8078.520915
115126,SOUTH,4,4,850,7,5,2,2,20,4,1,5802.72,9684.780827
115127,MIDWEST,3,8,3900,3,5,1,2,66,3,16,9044.92,521.0366687
115128,NORTHEAST,2,4,2500,3,5,2,1,65,1,15,9791.89,2532.496549
115129,SOUTH,2,3,1000,2,1,3,1,53,2,1,6016.35,11282.76786
115130,WEST,3,5,400,5,5,2,2,23,1,8,1604.71,6141.114164
115131,WEST,2,5,1310,3,5,3,2,47,1,14,8025.44,4904.221744
115132,NORTHEAST,2,1,1810,3,5,2,2,58,1,16,9829.48,3955.378215
115133,NORTHEAST,2,3,2630,2,5,1,2,78,1,16,4580.3,4952.142555
115134,NORTHEAST,2,3,3380,2,5,2,2,71,3,15,8691.23,3513.559682
115135,MIDWEST,5,1,780,1,-2,1,1,83,3,5,5645.97,1705.804907
115136,SOUTH,2,6,4830,3,5,2,2,58,1,16,32568.5,5427.818285
115137,WEST,2,2,1390,2,5,2,2,67,1,16,7371.67,1715.004785
115138,NORTHEAST,2,2,2500,3,5,2,2,65,3,14,17163.82,6637.582716
115139,WEST,2,6,1800,3,5,2,2,68,3,4,3566.31,7377.295597
115140,WEST,2,2,2200,4,5,4,1,50,1,12,4684.37,15216.79999
115141,SOUTH,5,4,780,7,-2,2,1,65,2,10,5809.25,19875.26721
115142,SOUTH,2,5,2800,2,2,1,1,42,2,14,12752.24,8083.120561
115143,WEST,5,3,700,7,-2,1,1,22,2,15,8373.35,2901.045696
115144,NORTHEAST,3,1,2600,3,5,3,2,70,2,13,9450.11,609.3340715
115145,WEST,2,7,1530,4,5,2,1,30,1,16,7831.37,9702.589449
115146,WEST,2,6,1100,4,1,2,2,45,1,15,13215.79,4720.092219
115147,SOUTH,2,9,2800,3,5,2,1,43,1,15,13058.61,5249.85918
115148,SOUTH,3,5,1200,2,5,2,1,44,1,14,5003.36,6927.29602
115149,SOUTH,2,7,4400,1,5,1,1,36,1,15,17756.45,8949.884055
115150,MIDWEST,2,4,2770,3,5,2,2,63,1,15,14860.93,3745.666585
115151,WEST,1,4,650,3,5,2,1,39,4,9,4260.48,16458.53792
115152,MIDWEST,2,7,2300,3,5,2,2,30,1,9,7458.59,732.1148369
115153,MIDWEST,2,1,1550,1,5,1,1,59,1,10,10262.78,5670.495144
115154,MIDWEST,1,4,710,3,3,2,1,33,4,11,19975.05,11012.17809
115155,SOUTH,5,3,700,1,-2,4,2,65,3,7,1815.23,3771.71291
115156,WEST,2,8,2300,2,3,2,1,76,3,12,24600.98,4719.053916
115157,MIDWEST,1,8,1730,3,5,1,1,86,3,6,10944.95,8890.964999
115158,NORTHEAST,2,7,1100,2,4,1,1,67,3,14,6080.96,2392.054383
115159,MIDWEST,2,2,2030,3,5,1,2,71,3,12,12618.83,6581.262112
115160,MIDWEST,2,2,2480,3,5,1,2,49,1,13,8452.58,7789.077351
115161,MIDWEST,2,6,3500,3,5,1,2,63,1,15,14343.51,16898.92456
115162,WEST,5,5,850,7,-2,1,1,52,4,1,8790.14,8266.202007
115163,WEST,1,7,1680,3,5,2,1,68,1,12,8226.56,892.4811458
115164,WEST,2,3,1560,4,5,4,1,41,1,8,4831.18,15176.57883
115165,MIDWEST,2,3,7800,2,5,3,1,51,1,11,11687.29,5146.015255
115166,MIDWEST,2,9,3300,3,5,1,2,45,1,15,16163.98,9372.851865
115167,SOUTH,2,7,6000,1,5,2,2,57,4,13,25841.88,3388.972753
115168,SOUTH,2,6,3000,3,5,1,1,61,3,11,12914.08,11060.08224
115169,WEST,3,5,850,4,1,2,1,58,1,12,2720.5,6477.651275
115170,WEST,5,9,1130,3,-2,1,2,53,3,1,11117.18,5496.290595
115171,MIDWEST,2,2,2660,3,5,1,2,83,2,14,5361.56,7907.274386
115172,SOUTH,2,4,2870,1,5,1,1,56,3,15,13209.98,6080.547778
115173,MIDWEST,2,1,2250,2,3,4,2,64,1,16,16228.32,1021.324851
115174,MIDWEST,2,2,2200,3,5,2,2,57,1,13,7336.45,1607.624857
115175,SOUTH,5,4,800,7,-2,2,1,57,3,6,4351.23,7031.043976
115176,WEST,5,6,1000,1,-2,2,1,25,1,15,8653.45,8721.725599
115177,MIDWEST,2,2,2010,3,5,2,2,66,3,11,6756.35,3920.644624
115178,SOUTH,2,5,7000,1,6,1,1,58,3,13,9942.24,14582.19868
115179,SOUTH,2,4,6750,3,5,2,2,43,1,16,37184.46,4913.833576
115180,MIDWEST,5,6,760,1,-2,3,1,31,1,1,3803.64,12926.20733
115181,SOUTH,3,4,1400,4,5,3,2,78,3,13,12781.23,8922.164928
115182,WEST,2,6,680,3,1,2,1,52,1,16,4975.83,8757.183246
115183,SOUTH,3,9,1300,3,5,1,1,85,3,8,3951.73,2636.628369
115184,NORTHEAST,2,1,1960,3,5,2,1,56,1,15,8507.38,4259.01463
115185,SOUTH,3,4,1300,1,2,2,1,25,4,11,13546.94,3832.867678
115186,MIDWEST,5,9,800,1,-2,2,1,48,1,13,4071.36,5986.609148
115187,WEST,2,4,2000,2,2,3,2,44,1,11,10224.31,869.9988676
115188,SOUTH,2,4,1200,3,5,2,2,85,3,7,27580.93,2393.518574
115189,SOUTH,2,6,3350,1,5,1,2,67,3,14,20723.93,10879.1684
115190,MIDWEST,5,4,1000,1,-2,2,1,70,3,6,1981.84,8798.404563
115191,NORTHEAST,1,3,900,3,3,3,1,55,1,9,5522.56,6815.193447
115192,NORTHEAST,2,1,1700,3,2,3,1,36,1,13,6969.03,5767.194691
115193,WEST,2,4,1900,4,5,1,2,69,3,12,12230.65,10121.6033
115194,NORTHEAST,2,3,2200,3,3,1,1,67,2,13,11587.44,4175.757163
115195,SOUTH,2,6,1550,3,3,1,2,59,4,4,3981.31,4360.993387
115196,WEST,2,7,4000,2,5,1,1,38,1,16,6188.5,645.9645607
115197,WEST,2,4,1810,4,5,3,1,38,1,9,25435.1,5069.149621
115198,SOUTH,2,4,2280,1,5,1,2,38,2,12,13975.44,7125.01125
115199,WEST,4,5,890,1,5,2,2,80,3,6,2146.06,6917.800932
115200,SOUTH,2,7,1480,4,5,2,1,58,1,14,12283,9307.685988
115201,SOUTH,4,7,830,1,5,2,1,70,3,6,12638.23,3966.082625
115202,NORTHEAST,2,8,9150,3,5,2,2,60,3,9,14607.89,4086.712791
115203,SOUTH,2,1,3030,4,3,2,2,43,1,15,15716.9,9271.763902
115204,MIDWEST,2,2,2200,3,5,2,1,65,1,12,8700.79,9991.235035
115205,MIDWEST,2,6,3130,3,5,2,1,69,3,14,7538.21,6956.091332
115206,SOUTH,2,5,3600,3,5,2,1,68,4,15,9785.59,6276.517513
115207,SOUTH,2,6,2000,1,3,1,2,78,3,12,12908.88,5591.235627
115208,SOUTH,2,6,1770,3,5,2,1,72,3,13,4808.91,8678.711764
115209,SOUTH,4,4,980,1,6,4,2,70,3,4,14478.91,13636.65146
115210,SOUTH,2,6,5500,3,5,2,1,58,3,16,37408.32,5098.613014
115211,WEST,3,4,1150,3,5,2,2,24,1,16,16286.81,567.1260213
115212,WEST,2,3,1750,2,5,2,1,46,1,15,6636.06,882.8619551
115213,MIDWEST,2,9,1770,3,5,1,1,27,1,13,11810.64,5864.703758
115214,SOUTH,2,2,1300,2,2,1,1,31,1,11,11679.18,15283.97425
115215,MIDWEST,2,1,2400,3,3,3,1,52,1,9,5961.25,4385.44124
115216,SOUTH,1,4,840,3,3,2,2,43,3,4,6146.77,8015.075615
115217,NORTHEAST,2,5,2850,3,5,2,1,56,2,7,10686.74,6249.901942
115218,MIDWEST,2,3,2160,3,5,2,2,63,1,14,6793.62,872.5687597
115219,WEST,2,7,1800,4,5,1,1,77,3,12,2913.07,9676.321091
115220,SOUTH,5,7,800,3,-2,2,2,60,4,1,10715.54,9086.152549
115221,NORTHEAST,2,7,1630,2,2,1,1,28,1,16,4323.87,7040.522742
115222,MIDWEST,3,6,930,3,5,2,2,61,4,12,11016.45,7841.292737
115223,MIDWEST,2,2,1000,3,1,2,2,27,1,12,4591.1,6610.117884
115224,MIDWEST,2,3,1250,3,2,2,2,60,3,13,2692.73,6344.64588
115225,NORTHEAST,3,1,2140,1,4,3,2,51,1,15,18167.64,10490.50848
115226,SOUTH,2,9,2020,3,5,2,2,25,1,16,39491.99,9918.682026
115227,MIDWEST,3,6,1750,2,5,1,1,78,3,16,8961.81,1353.5762
115228,NORTHEAST,3,1,1770,1,1,3,2,33,1,16,5154.85,10085.99543
115229,MIDWEST,2,6,2100,3,5,1,2,33,1,15,9219.05,8556.130923
115230,SOUTH,2,6,3200,1,3,2,1,60,3,9,27748.4,5583.674961
115231,SOUTH,2,4,900,3,3,2,1,50,1,10,19077.02,4550.732671
115232,WEST,5,3,600,4,-2,3,1,68,3,5,26945.59,8115.754449
115233,WEST,2,6,1400,4,5,2,1,60,1,15,4032.31,5036.621072
115234,SOUTH,1,2,2200,3,5,3,1,28,4,4,20505.97,11821.03185
115235,SOUTH,3,1,890,2,5,2,2,71,3,11,6797.94,7421.571169
115236,SOUTH,3,6,1070,3,5,2,1,90,3,4,13544.69,4816.205563
115237,WEST,2,7,1280,4,1,1,2,45,1,14,15497.67,4182.548179
115238,WEST,2,5,870,4,5,2,1,60,4,1,10956.71,12065.76095
115239,WEST,5,6,550,2,-2,2,1,31,1,14,1878.9,15946.58753
115240,WEST,2,6,3750,2,3,1,2,66,3,15,8944.52,5909.680613
115241,MIDWEST,2,4,1000,3,5,2,1,58,1,9,14340.43,14336.50591
115242,MIDWEST,2,6,3150,1,5,1,2,76,3,15,20245.2,6819.415369
115243,SOUTH,3,3,2330,3,5,2,2,36,1,16,3847.41,4330.892285
115244,MIDWEST,2,7,3610,1,5,1,2,62,1,16,9964.22,5100.21719
115245,MIDWEST,5,5,700,7,-2,1,2,56,1,9,2977.18,12602.6455
115246,SOUTH,2,7,2260,1,5,1,2,66,1,15,14552,9196.885102
115247,NORTHEAST,5,6,780,3,-2,1,2,32,1,14,6435.97,1313.344714
115248,MIDWEST,2,2,1800,1,5,1,1,73,3,13,7272.99,15622.30313
115249,MIDWEST,2,5,5000,1,5,2,2,71,3,15,12775.87,8153.041289
115250,MIDWEST,2,6,3600,1,3,1,2,67,3,15,21384.09,5122.657039
115251,SOUTH,2,1,1800,3,5,2,1,66,3,14,9482.27,9295.939924
115252,SOUTH,2,2,3190,3,3,3,1,45,1,16,6020.02,7112.981638
115253,SOUTH,1,7,1020,3,5,2,1,26,4,10,17540.31,13705.59452
115254,NORTHEAST,3,1,1500,3,99,3,2,38,1,15,11745.88,2815.283801
115255,NORTHEAST,3,8,2550,5,5,2,1,69,3,2,2230.04,1434.655545
115256,SOUTH,2,1,2000,3,5,3,1,48,2,13,13214.58,3905.374141
115257,SOUTH,2,2,1200,3,5,2,1,73,3,11,9738.49,5446.415405
115258,SOUTH,5,8,1050,1,-2,1,1,43,1,1,8102.48,13569.50113
115259,MIDWEST,2,1,1940,3,5,3,1,52,1,11,3415.5,7033.094081
115260,NORTHEAST,2,2,1300,3,3,2,1,55,1,3,8963.78,7510.145942
115261,SOUTH,2,9,1800,3,5,1,1,60,3,15,9972.99,8940.938349
115262,SOUTH,1,5,1460,3,3,2,1,49,1,1,15693.86,8566.974488
115263,SOUTH,2,4,2200,7,5,2,1,63,4,4,28961.03,6482.672359
115264,SOUTH,2,6,2300,7,1,2,1,38,4,13,21194.58,11388.40115
115265,NORTHEAST,3,6,1950,3,5,2,2,80,3,15,11146.56,5087.647885
115266,MIDWEST,2,7,3500,4,5,1,1,65,1,16,27928.13,8053.631488
115267,NORTHEAST,2,1,1550,1,5,1,2,60,1,13,8007.61,7452.43226
115268,WEST,2,5,2850,4,6,2,2,76,3,16,21326.57,12409.7263
115269,WEST,2,6,1840,2,5,1,2,54,1,15,11095.44,6003.790239
115270,MIDWEST,5,7,780,1,-2,2,1,23,4,3,6483.54,8767.593648
115271,WEST,2,4,1730,7,5,2,2,46,4,15,15432.64,6107.966241
115272,MIDWEST,2,8,3000,3,5,2,2,41,1,12,6259.08,7166.855028
115273,SOUTH,1,5,1200,3,3,2,1,29,1,12,17087.73,13609.19381
115274,WEST,2,9,2500,4,5,1,2,37,1,16,17687.12,4253.331472
115275,MIDWEST,2,7,3000,3,5,2,1,41,2,14,32649.71,6406.500342
